emailDate,emailHour,totalCount
07/03/2001,23,11
08/03/2001,0,29
08/03/2001,1,33
08/03/2001,2,42
08/03/2001,3,64
08/03/2001,4,25
08/03/2001,5,29
08/03/2001,6,45
08/03/2001,7,40
08/03/2001,8,50
08/03/2001,9,39
08/03/2001,10,15
08/03/2001,11,11
08/03/2001,12,4
08/03/2001,13,6
08/03/2001,14,5
08/03/2001,15,4
08/03/2001,16,1
08/03/2001,17,2
08/03/2001,18,1
08/03/2001,19,2
08/03/2001,20,3
08/03/2001,21,1
08/03/2001,22,4
08/03/2001,23,9
09/03/2001,0,33
09/03/2001,1,31
09/03/2001,2,25
09/03/2001,3,31
09/03/2001,4,35
09/03/2001,5,25
09/03/2001,6,30
09/03/2001,7,28
09/03/2001,8,40
09/03/2001,9,25
09/03/2001,10,11
09/03/2001,11,8
09/03/2001,12,5
09/03/2001,13,5
09/03/2001,14,14
09/03/2001,15,5
09/03/2001,16,3
09/03/2001,17,5
09/03/2001,18,4
09/03/2001,19,4
09/03/2001,20,4
09/03/2001,21,1
09/03/2001,22,2
09/03/2001,23,6
10/03/2001,0,1
10/03/2001,1,2
10/03/2001,2,9
10/03/2001,3,1
10/03/2001,4,11
10/03/2001,5,1
10/03/2001,6,1
10/03/2001,7,1
10/03/2001,9,1
10/03/2001,12,1
10/03/2001,22,1
11/03/2001,0,1
11/03/2001,5,1
11/03/2001,8,1
11/03/2001,9,1
11/03/2001,10,2
11/03/2001,12,2
11/03/2001,15,1
11/03/2001,17,2
11/03/2001,18,1
11/03/2001,23,6
12/03/2001,0,41
12/03/2001,1,42
12/03/2001,2,40
12/03/2001,3,51
12/03/2001,4,36
12/03/2001,5,42
12/03/2001,6,36
12/03/2001,7,49
12/03/2001,8,47
12/03/2001,9,31
12/03/2001,10,14
12/03/2001,11,9
12/03/2001,12,4
12/03/2001,13,5
12/03/2001,14,9
12/03/2001,15,16
12/03/2001,16,3
12/03/2001,17,2
12/03/2001,18,4
12/03/2001,19,2
12/03/2001,20,1
12/03/2001,21,1
12/03/2001,22,2
12/03/2001,23,8
13/03/2001,0,28
13/03/2001,1,34
13/03/2001,2,30
13/03/2001,3,40
13/03/2001,4,28
13/03/2001,5,34
13/03/2001,6,30
13/03/2001,7,27
13/03/2001,8,66
13/03/2001,9,31
13/03/2001,10,11
13/03/2001,11,15
13/03/2001,12,12
13/03/2001,13,14
13/03/2001,14,4
13/03/2001,15,8
13/03/2001,16,1
13/03/2001,17,1
13/03/2001,18,1
13/03/2001,19,3
13/03/2001,21,1
13/03/2001,22,1
13/03/2001,23,11
14/03/2001,0,27
14/03/2001,1,34
14/03/2001,2,39
14/03/2001,3,40
14/03/2001,4,33
14/03/2001,5,38
14/03/2001,6,28
14/03/2001,7,48
14/03/2001,8,37
14/03/2001,9,46
14/03/2001,10,38
14/03/2001,11,16
14/03/2001,12,9
14/03/2001,13,11
14/03/2001,14,7
14/03/2001,15,11
14/03/2001,16,12
14/03/2001,17,3
14/03/2001,18,1
14/03/2001,20,3
14/03/2001,21,1
14/03/2001,22,4
14/03/2001,23,9
15/03/2001,0,34
15/03/2001,1,43
15/03/2001,2,62
15/03/2001,3,45
15/03/2001,4,27
15/03/2001,5,27
15/03/2001,6,36
15/03/2001,7,43
15/03/2001,8,48
15/03/2001,9,27
15/03/2001,10,18
15/03/2001,11,10
15/03/2001,12,13
15/03/2001,13,11
15/03/2001,14,2
15/03/2001,15,8
15/03/2001,16,12
15/03/2001,17,3
15/03/2001,18,3
15/03/2001,19,3
15/03/2001,20,1
15/03/2001,21,2
15/03/2001,22,2
15/03/2001,23,15
16/03/2001,0,21
16/03/2001,1,37
16/03/2001,2,41
16/03/2001,3,42
16/03/2001,4,34
16/03/2001,5,32
16/03/2001,6,33
16/03/2001,7,30
16/03/2001,8,24
16/03/2001,9,42
16/03/2001,10,15
16/03/2001,11,6
16/03/2001,12,20
16/03/2001,13,5
16/03/2001,14,20
16/03/2001,15,3
16/03/2001,16,3
16/03/2001,17,2
16/03/2001,18,1
16/03/2001,19,2
16/03/2001,20,6
16/03/2001,21,1
16/03/2001,23,2
17/03/2001,0,1
17/03/2001,1,2
17/03/2001,3,2
17/03/2001,4,1
17/03/2001,9,2
17/03/2001,14,1
17/03/2001,23,1
18/03/2001,4,1
18/03/2001,7,1
18/03/2001,8,5
18/03/2001,9,1
18/03/2001,10,1
18/03/2001,11,15
18/03/2001,12,11
18/03/2001,13,2
18/03/2001,14,3
18/03/2001,15,4
18/03/2001,18,2
18/03/2001,19,1
18/03/2001,22,2
18/03/2001,23,18
19/03/2001,0,31
19/03/2001,1,33
19/03/2001,2,42
19/03/2001,3,37
19/03/2001,4,44
19/03/2001,5,32
19/03/2001,6,30
19/03/2001,7,41
19/03/2001,8,61
19/03/2001,9,35
19/03/2001,10,13
19/03/2001,11,15
19/03/2001,12,12
19/03/2001,13,15
19/03/2001,14,18
19/03/2001,15,17
19/03/2001,16,6
19/03/2001,17,4
19/03/2001,18,2
19/03/2001,19,7
19/03/2001,20,2
19/03/2001,21,3
19/03/2001,22,1
19/03/2001,23,8
20/03/2001,0,23
20/03/2001,1,41
20/03/2001,2,43
20/03/2001,3,32
20/03/2001,4,25
20/03/2001,5,32
20/03/2001,6,47
20/03/2001,7,66
20/03/2001,8,76
20/03/2001,9,43
20/03/2001,10,25
20/03/2001,11,23
20/03/2001,12,19
20/03/2001,13,8
20/03/2001,14,20
20/03/2001,15,17
20/03/2001,16,14
20/03/2001,17,1
20/03/2001,18,24
20/03/2001,19,1
20/03/2001,20,2
20/03/2001,21,1
20/03/2001,22,3
20/03/2001,23,14
21/03/2001,0,23
21/03/2001,1,57
21/03/2001,2,52
21/03/2001,3,59
21/03/2001,4,29
21/03/2001,5,32
21/03/2001,6,34
21/03/2001,7,39
21/03/2001,8,43
21/03/2001,9,47
21/03/2001,10,20
21/03/2001,11,15
21/03/2001,12,16
21/03/2001,13,8
21/03/2001,14,14
21/03/2001,15,9
21/03/2001,16,10
21/03/2001,17,5
21/03/2001,18,1
21/03/2001,19,3
21/03/2001,20,4
21/03/2001,21,5
21/03/2001,22,4
21/03/2001,23,18
22/03/2001,0,16
22/03/2001,1,36
22/03/2001,2,43
22/03/2001,3,37
22/03/2001,4,23
22/03/2001,5,36
22/03/2001,6,45
22/03/2001,7,43
22/03/2001,8,54
22/03/2001,9,40
22/03/2001,10,12
22/03/2001,11,13
22/03/2001,12,7
22/03/2001,13,12
22/03/2001,14,5
22/03/2001,15,4
22/03/2001,16,2
22/03/2001,17,11
22/03/2001,18,27
22/03/2001,19,8
22/03/2001,20,4
22/03/2001,21,4
22/03/2001,23,21
23/03/2001,0,30
23/03/2001,1,47
23/03/2001,2,77
23/03/2001,3,36
23/03/2001,4,36
23/03/2001,5,51
23/03/2001,6,33
23/03/2001,7,40
23/03/2001,8,51
23/03/2001,9,42
23/03/2001,10,49
23/03/2001,11,12
23/03/2001,12,7
23/03/2001,13,8
23/03/2001,14,6
23/03/2001,15,7
23/03/2001,16,9
23/03/2001,17,1
23/03/2001,18,4
23/03/2001,19,2
23/03/2001,20,4
23/03/2001,23,1
24/03/2001,0,1
24/03/2001,1,1
24/03/2001,2,1
24/03/2001,4,5
24/03/2001,6,1
24/03/2001,7,1
24/03/2001,8,3
24/03/2001,9,1
24/03/2001,12,1
24/03/2001,13,1
24/03/2001,15,2
24/03/2001,17,1
24/03/2001,18,1
24/03/2001,19,1
25/03/2001,0,1
25/03/2001,2,3
25/03/2001,3,3
25/03/2001,4,12
25/03/2001,5,1
25/03/2001,7,5
25/03/2001,8,4
25/03/2001,9,3
25/03/2001,10,16
25/03/2001,11,12
25/03/2001,12,2
25/03/2001,13,2
25/03/2001,14,2
25/03/2001,15,1
25/03/2001,16,2
25/03/2001,17,3
25/03/2001,18,2
25/03/2001,19,1
25/03/2001,21,1
25/03/2001,22,1
25/03/2001,23,8
26/03/2001,0,33
26/03/2001,1,38
26/03/2001,2,44
26/03/2001,3,34
26/03/2001,4,33
26/03/2001,5,37
26/03/2001,6,35
26/03/2001,7,21
26/03/2001,8,31
26/03/2001,9,31
26/03/2001,10,11
26/03/2001,11,6
26/03/2001,12,12
26/03/2001,13,15
26/03/2001,14,10
26/03/2001,15,13
26/03/2001,16,9
26/03/2001,17,6
26/03/2001,18,3
26/03/2001,19,4
26/03/2001,20,4
26/03/2001,22,2
26/03/2001,23,11
27/03/2001,0,22
27/03/2001,1,23
27/03/2001,2,30
27/03/2001,3,32
27/03/2001,4,26
27/03/2001,5,24
27/03/2001,6,27
27/03/2001,7,30
27/03/2001,8,30
27/03/2001,9,20
27/03/2001,10,18
27/03/2001,11,13
27/03/2001,12,16
27/03/2001,13,10
27/03/2001,14,13
27/03/2001,15,11
27/03/2001,16,11
27/03/2001,17,6
27/03/2001,18,7
27/03/2001,19,6
27/03/2001,20,2
27/03/2001,21,3
27/03/2001,22,4
27/03/2001,23,11
28/03/2001,0,25
28/03/2001,1,29
28/03/2001,2,54
28/03/2001,3,38
28/03/2001,4,26
28/03/2001,5,29
28/03/2001,6,30
28/03/2001,7,30
28/03/2001,8,54
28/03/2001,9,31
28/03/2001,10,9
28/03/2001,11,6
28/03/2001,12,5
28/03/2001,13,21
28/03/2001,14,9
28/03/2001,15,10
28/03/2001,16,8
28/03/2001,17,9
28/03/2001,18,7
28/03/2001,19,5
28/03/2001,20,1
28/03/2001,21,5
28/03/2001,22,4
28/03/2001,23,18
29/03/2001,0,26
29/03/2001,1,39
29/03/2001,2,40
29/03/2001,3,31
29/03/2001,4,21
29/03/2001,5,30
29/03/2001,6,43
29/03/2001,7,40
29/03/2001,8,41
29/03/2001,9,20
29/03/2001,10,25
29/03/2001,11,18
29/03/2001,12,13
29/03/2001,13,5
29/03/2001,14,7
29/03/2001,15,2
29/03/2001,16,11
29/03/2001,17,8
29/03/2001,18,6
29/03/2001,19,8
29/03/2001,22,2
29/03/2001,23,4
30/03/2001,0,21
30/03/2001,1,41
30/03/2001,2,49
30/03/2001,3,48
30/03/2001,4,22
30/03/2001,5,41
30/03/2001,6,26
30/03/2001,7,39
30/03/2001,8,45
30/03/2001,9,37
30/03/2001,10,19
30/03/2001,11,7
30/03/2001,12,9
30/03/2001,13,18
30/03/2001,14,7
30/03/2001,15,5
30/03/2001,16,3
30/03/2001,17,5
30/03/2001,18,8
30/03/2001,19,8
30/03/2001,20,3
30/03/2001,21,3
30/03/2001,22,2
30/03/2001,23,1
31/03/2001,0,3
31/03/2001,1,6
31/03/2001,2,15
31/03/2001,3,4
31/03/2001,4,2
31/03/2001,5,4
31/03/2001,6,2
31/03/2001,7,2
31/03/2001,8,1
31/03/2001,9,4
31/03/2001,10,1
31/03/2001,11,1
31/03/2001,12,3
31/03/2001,13,3
31/03/2001,14,1
31/03/2001,15,1
31/03/2001,17,1
31/03/2001,19,1
31/03/2001,20,1
31/03/2001,21,1
31/03/2001,22,1
31/03/2001,23,1
01/04/2001,0,1
01/04/2001,1,3
01/04/2001,3,2
01/04/2001,4,1
01/04/2001,6,6
01/04/2001,7,1
01/04/2001,8,2
01/04/2001,10,2
01/04/2001,11,1
01/04/2001,12,3
01/04/2001,13,2
01/04/2001,14,1
01/04/2001,15,1
01/04/2001,16,4
01/04/2001,17,2
01/04/2001,18,23
01/04/2001,19,1
01/04/2001,20,1
01/04/2001,21,1
01/04/2001,22,3
01/04/2001,23,2
02/04/2001,0,16
02/04/2001,1,15
02/04/2001,2,31
02/04/2001,3,51
02/04/2001,4,50
02/04/2001,5,33
02/04/2001,6,34
02/04/2001,7,47
02/04/2001,8,50
02/04/2001,9,31
02/04/2001,10,40
02/04/2001,11,30
02/04/2001,12,13
02/04/2001,13,23
02/04/2001,14,14
02/04/2001,15,8
02/04/2001,16,20
02/04/2001,17,9
02/04/2001,18,12
02/04/2001,19,6
02/04/2001,20,5
02/04/2001,21,1
02/04/2001,22,1
02/04/2001,23,6
03/04/2001,0,17
03/04/2001,1,25
03/04/2001,2,48
03/04/2001,3,35
03/04/2001,4,59
03/04/2001,5,33
03/04/2001,6,42
03/04/2001,7,40
03/04/2001,8,38
03/04/2001,9,47
03/04/2001,10,31
03/04/2001,11,16
03/04/2001,12,13
03/04/2001,13,18
03/04/2001,14,6
03/04/2001,15,10
03/04/2001,16,9
03/04/2001,17,7
03/04/2001,18,8
03/04/2001,19,5
03/04/2001,20,6
03/04/2001,21,1
03/04/2001,22,6
03/04/2001,23,6
04/04/2001,0,15
04/04/2001,1,30
04/04/2001,2,46
04/04/2001,3,54
04/04/2001,4,28
04/04/2001,5,29
04/04/2001,6,40
04/04/2001,7,43
04/04/2001,8,41
04/04/2001,9,49
04/04/2001,10,23
04/04/2001,11,26
04/04/2001,12,23
04/04/2001,13,14
04/04/2001,14,21
04/04/2001,15,21
04/04/2001,16,16
04/04/2001,17,7
04/04/2001,18,4
04/04/2001,19,8
04/04/2001,20,10
04/04/2001,21,5
04/04/2001,22,4
04/04/2001,23,5
05/04/2001,0,13
05/04/2001,1,29
05/04/2001,2,37
05/04/2001,3,51
05/04/2001,4,37
05/04/2001,5,26
05/04/2001,6,24
05/04/2001,7,38
05/04/2001,8,39
05/04/2001,9,55
05/04/2001,10,31
05/04/2001,11,26
05/04/2001,12,7
05/04/2001,13,14
05/04/2001,14,10
05/04/2001,15,7
05/04/2001,16,20
05/04/2001,17,5
05/04/2001,18,3
05/04/2001,19,11
05/04/2001,20,8
05/04/2001,21,9
05/04/2001,22,5
05/04/2001,23,3
06/04/2001,0,7
06/04/2001,1,20
06/04/2001,2,20
06/04/2001,3,23
06/04/2001,4,43
06/04/2001,5,21
06/04/2001,6,25
06/04/2001,7,29
06/04/2001,8,37
06/04/2001,9,36
06/04/2001,10,52
06/04/2001,11,17
06/04/2001,12,13
06/04/2001,13,13
06/04/2001,14,5
06/04/2001,15,6
06/04/2001,16,5
06/04/2001,17,4
06/04/2001,18,7
06/04/2001,19,5
06/04/2001,20,5
06/04/2001,21,7
06/04/2001,22,5
06/04/2001,23,3
07/04/2001,0,3
07/04/2001,1,2
07/04/2001,2,1
07/04/2001,3,1
07/04/2001,4,2
07/04/2001,5,1
07/04/2001,6,4
07/04/2001,7,3
07/04/2001,8,1
07/04/2001,9,2
07/04/2001,10,1
07/04/2001,11,4
07/04/2001,12,2
07/04/2001,13,2
07/04/2001,14,4
07/04/2001,15,1
07/04/2001,16,1
07/04/2001,17,2
07/04/2001,18,2
07/04/2001,19,1
07/04/2001,20,2
07/04/2001,21,1
07/04/2001,22,1
07/04/2001,23,1
08/04/2001,0,1
08/04/2001,1,1
08/04/2001,2,1
08/04/2001,3,1
08/04/2001,4,1
08/04/2001,5,3
08/04/2001,6,2
08/04/2001,7,1
08/04/2001,8,2
08/04/2001,9,1
08/04/2001,10,4
08/04/2001,11,7
08/04/2001,12,3
08/04/2001,13,2
08/04/2001,14,5
08/04/2001,15,2
08/04/2001,16,3
08/04/2001,17,10
08/04/2001,18,2
08/04/2001,19,5
08/04/2001,20,3
08/04/2001,21,2
08/04/2001,22,2
08/04/2001,23,1
09/04/2001,0,8
09/04/2001,1,42
09/04/2001,2,26
09/04/2001,3,57
09/04/2001,4,55
09/04/2001,5,34
09/04/2001,6,50
09/04/2001,7,57
09/04/2001,8,52
09/04/2001,9,51
09/04/2001,10,60
09/04/2001,11,38
09/04/2001,12,37
09/04/2001,13,27
09/04/2001,14,16
09/04/2001,15,15
09/04/2001,16,14
09/04/2001,17,17
09/04/2001,18,12
09/04/2001,19,14
09/04/2001,20,13
09/04/2001,21,7
09/04/2001,22,3
09/04/2001,23,3
10/04/2001,0,27
10/04/2001,1,38
10/04/2001,2,55
10/04/2001,3,54
10/04/2001,4,28
10/04/2001,5,33
10/04/2001,6,46
10/04/2001,7,55
10/04/2001,8,49
10/04/2001,9,51
10/04/2001,10,37
10/04/2001,11,28
10/04/2001,12,13
10/04/2001,13,28
10/04/2001,14,19
10/04/2001,15,6
10/04/2001,16,15
10/04/2001,17,11
10/04/2001,18,7
10/04/2001,19,8
10/04/2001,20,4
10/04/2001,21,4
10/04/2001,22,8
10/04/2001,23,13
11/04/2001,0,19
11/04/2001,1,41
11/04/2001,2,85
11/04/2001,3,49
11/04/2001,4,50
11/04/2001,5,34
11/04/2001,6,49
11/04/2001,7,64
11/04/2001,8,35
11/04/2001,9,36
11/04/2001,10,30
11/04/2001,11,35
11/04/2001,12,26
11/04/2001,13,16
11/04/2001,14,11
11/04/2001,15,17
11/04/2001,16,27
11/04/2001,17,12
11/04/2001,18,11
11/04/2001,19,11
11/04/2001,20,7
11/04/2001,21,5
11/04/2001,22,6
11/04/2001,23,4
12/04/2001,0,11
12/04/2001,1,33
12/04/2001,2,42
12/04/2001,3,36
12/04/2001,4,32
12/04/2001,5,32
12/04/2001,6,43
12/04/2001,7,45
12/04/2001,8,49
12/04/2001,9,38
12/04/2001,10,30
12/04/2001,11,29
12/04/2001,12,13
12/04/2001,13,22
12/04/2001,14,11
12/04/2001,15,12
12/04/2001,16,13
12/04/2001,17,23
12/04/2001,18,18
12/04/2001,19,13
12/04/2001,20,8
12/04/2001,21,4
12/04/2001,22,3
12/04/2001,23,4
13/04/2001,0,9
13/04/2001,1,17
13/04/2001,2,29
13/04/2001,3,24
13/04/2001,4,25
13/04/2001,5,27
13/04/2001,6,29
13/04/2001,7,32
13/04/2001,8,35
13/04/2001,9,8
13/04/2001,10,11
13/04/2001,11,9
13/04/2001,12,6
13/04/2001,13,10
13/04/2001,14,13
13/04/2001,15,9
13/04/2001,16,5
13/04/2001,17,4
13/04/2001,18,16
13/04/2001,19,9
13/04/2001,20,3
13/04/2001,21,3
13/04/2001,22,4
13/04/2001,23,3
14/04/2001,0,4
14/04/2001,1,2
14/04/2001,2,2
14/04/2001,3,3
14/04/2001,4,3
14/04/2001,5,2
14/04/2001,6,2
14/04/2001,7,2
14/04/2001,8,2
14/04/2001,9,2
14/04/2001,10,2
14/04/2001,11,3
14/04/2001,12,4
14/04/2001,13,3
14/04/2001,14,4
14/04/2001,15,4
14/04/2001,16,4
14/04/2001,17,2
14/04/2001,18,2
14/04/2001,19,2
14/04/2001,20,2
14/04/2001,21,2
14/04/2001,22,2
14/04/2001,23,2
15/04/2001,0,2
15/04/2001,1,2
15/04/2001,2,2
15/04/2001,3,8
15/04/2001,4,2
15/04/2001,5,5
15/04/2001,6,3
15/04/2001,7,3
15/04/2001,8,7
15/04/2001,9,2
15/04/2001,10,2
15/04/2001,11,8
15/04/2001,12,22
15/04/2001,13,12
15/04/2001,14,7
15/04/2001,15,5
15/04/2001,16,6
15/04/2001,17,4
15/04/2001,18,6
15/04/2001,19,2
15/04/2001,20,2
15/04/2001,21,2
15/04/2001,22,8
15/04/2001,23,13
16/04/2001,0,23
16/04/2001,1,35
16/04/2001,2,49
16/04/2001,3,40
16/04/2001,4,38
16/04/2001,5,32
16/04/2001,6,38
16/04/2001,7,39
16/04/2001,8,49
16/04/2001,9,52
16/04/2001,10,39
16/04/2001,11,45
16/04/2001,12,29
16/04/2001,13,21
16/04/2001,14,16
16/04/2001,15,15
16/04/2001,16,13
16/04/2001,17,13
16/04/2001,18,37
16/04/2001,19,12
16/04/2001,20,10
16/04/2001,21,7
16/04/2001,22,8
16/04/2001,23,5
17/04/2001,0,15
17/04/2001,1,29
17/04/2001,2,45
17/04/2001,3,42
17/04/2001,4,50
17/04/2001,5,26
17/04/2001,6,48
17/04/2001,7,38
17/04/2001,8,56
17/04/2001,9,50
17/04/2001,10,51
17/04/2001,11,33
17/04/2001,12,30
17/04/2001,13,21
17/04/2001,14,30
17/04/2001,15,27
17/04/2001,16,15
17/04/2001,17,27
17/04/2001,18,22
17/04/2001,19,8
17/04/2001,20,12
17/04/2001,21,6
17/04/2001,22,11
17/04/2001,23,10
18/04/2001,0,12
18/04/2001,1,32
18/04/2001,2,37
18/04/2001,3,59
18/04/2001,4,44
18/04/2001,5,26
18/04/2001,6,32
18/04/2001,7,38
18/04/2001,8,33
18/04/2001,9,47
18/04/2001,10,27
18/04/2001,11,25
18/04/2001,12,25
18/04/2001,13,27
18/04/2001,14,20
18/04/2001,15,27
18/04/2001,16,41
18/04/2001,17,23
18/04/2001,18,15
18/04/2001,19,25
18/04/2001,20,7
18/04/2001,21,7
18/04/2001,22,9
18/04/2001,23,23
19/04/2001,0,24
19/04/2001,1,33
19/04/2001,2,52
19/04/2001,3,54
19/04/2001,4,41
19/04/2001,5,49
19/04/2001,6,51
19/04/2001,7,40
19/04/2001,8,51
19/04/2001,9,73
19/04/2001,10,32
19/04/2001,11,43
19/04/2001,12,37
19/04/2001,13,32
19/04/2001,14,31
19/04/2001,15,20
19/04/2001,16,25
19/04/2001,17,6
19/04/2001,18,16
19/04/2001,19,25
19/04/2001,20,15
19/04/2001,21,11
19/04/2001,22,9
19/04/2001,23,7
20/04/2001,0,13
20/04/2001,1,30
20/04/2001,2,41
20/04/2001,3,57
20/04/2001,4,19
20/04/2001,5,34
20/04/2001,6,32
20/04/2001,7,42
20/04/2001,8,62
20/04/2001,9,51
20/04/2001,10,51
20/04/2001,11,18
20/04/2001,12,18
20/04/2001,13,20
20/04/2001,14,28
20/04/2001,15,16
20/04/2001,16,15
20/04/2001,17,11
20/04/2001,18,10
20/04/2001,19,17
20/04/2001,20,9
20/04/2001,21,12
20/04/2001,22,6
20/04/2001,23,7
21/04/2001,0,5
21/04/2001,1,3
21/04/2001,2,5
21/04/2001,3,4
21/04/2001,4,3
21/04/2001,5,3
21/04/2001,6,4
21/04/2001,7,8
21/04/2001,8,6
21/04/2001,9,5
21/04/2001,10,3
21/04/2001,11,3
21/04/2001,12,5
21/04/2001,13,3
21/04/2001,14,4
21/04/2001,15,1
21/04/2001,16,8
21/04/2001,17,3
21/04/2001,18,3
21/04/2001,19,3
21/04/2001,20,3
21/04/2001,21,4
21/04/2001,22,3
21/04/2001,23,3
22/04/2001,0,3
22/04/2001,1,4
22/04/2001,2,3
22/04/2001,3,6
22/04/2001,4,3
22/04/2001,5,10
22/04/2001,6,6
22/04/2001,7,7
22/04/2001,8,4
22/04/2001,9,4
22/04/2001,10,7
22/04/2001,11,5
22/04/2001,12,8
22/04/2001,13,33
22/04/2001,14,3
22/04/2001,15,4
22/04/2001,16,3
22/04/2001,18,16
22/04/2001,19,3
22/04/2001,20,6
22/04/2001,21,4
22/04/2001,22,3
22/04/2001,23,17
23/04/2001,0,12
23/04/2001,1,31
23/04/2001,2,44
23/04/2001,3,58
23/04/2001,4,38
23/04/2001,5,55
23/04/2001,6,53
23/04/2001,7,48
23/04/2001,8,44
23/04/2001,9,43
23/04/2001,10,56
23/04/2001,11,36
23/04/2001,12,25
23/04/2001,13,35
23/04/2001,14,24
23/04/2001,15,32
23/04/2001,16,19
23/04/2001,17,12
23/04/2001,18,23
23/04/2001,19,13
23/04/2001,20,18
23/04/2001,21,8
23/04/2001,22,6
23/04/2001,23,6
24/04/2001,0,21
24/04/2001,1,34
24/04/2001,2,53
24/04/2001,3,56
24/04/2001,4,44
24/04/2001,5,30
24/04/2001,6,40
24/04/2001,7,66
24/04/2001,8,56
24/04/2001,9,53
24/04/2001,10,93
24/04/2001,11,42
24/04/2001,12,26
24/04/2001,13,30
24/04/2001,14,30
24/04/2001,15,28
24/04/2001,16,61
24/04/2001,17,15
24/04/2001,18,16
24/04/2001,19,8
24/04/2001,20,44
24/04/2001,21,13
24/04/2001,22,7
24/04/2001,23,13
25/04/2001,0,27
25/04/2001,1,34
25/04/2001,2,50
25/04/2001,3,38
25/04/2001,4,44
25/04/2001,5,59
25/04/2001,6,55
25/04/2001,7,48
25/04/2001,8,46
25/04/2001,9,78
25/04/2001,10,46
25/04/2001,11,50
25/04/2001,12,37
25/04/2001,13,19
25/04/2001,14,15
25/04/2001,15,43
25/04/2001,16,23
25/04/2001,17,15
25/04/2001,18,17
25/04/2001,19,10
25/04/2001,20,24
25/04/2001,21,12
25/04/2001,22,9
25/04/2001,23,5
26/04/2001,0,15
26/04/2001,1,38
26/04/2001,2,21
26/04/2001,3,38
26/04/2001,4,33
26/04/2001,5,17
26/04/2001,6,25
26/04/2001,7,40
26/04/2001,8,60
26/04/2001,9,53
26/04/2001,10,49
26/04/2001,11,42
26/04/2001,12,17
26/04/2001,13,28
26/04/2001,14,27
26/04/2001,15,13
26/04/2001,16,26
26/04/2001,17,10
26/04/2001,18,20
26/04/2001,19,14
26/04/2001,20,12
26/04/2001,21,8
26/04/2001,22,5
26/04/2001,23,8
27/04/2001,0,14
27/04/2001,1,33
27/04/2001,2,42
27/04/2001,3,59
27/04/2001,4,48
27/04/2001,5,29
27/04/2001,6,41
27/04/2001,7,57
27/04/2001,8,44
27/04/2001,9,72
27/04/2001,10,39
27/04/2001,11,44
27/04/2001,12,25
27/04/2001,13,34
27/04/2001,14,29
27/04/2001,15,15
27/04/2001,16,7
27/04/2001,17,5
27/04/2001,18,10
27/04/2001,19,14
27/04/2001,20,11
27/04/2001,21,18
27/04/2001,22,3
27/04/2001,23,3
28/04/2001,0,2
28/04/2001,1,3
28/04/2001,2,6
28/04/2001,3,4
28/04/2001,4,8
28/04/2001,5,9
28/04/2001,6,13
28/04/2001,7,4
28/04/2001,8,2
28/04/2001,9,3
28/04/2001,10,3
28/04/2001,11,4
28/04/2001,12,2
28/04/2001,13,4
28/04/2001,14,7
28/04/2001,15,2
28/04/2001,16,2
28/04/2001,18,3
28/04/2001,19,3
28/04/2001,20,4
28/04/2001,21,2
28/04/2001,22,2
28/04/2001,23,2
29/04/2001,0,2
29/04/2001,1,5
29/04/2001,2,5
29/04/2001,3,4
29/04/2001,4,7
29/04/2001,5,9
29/04/2001,6,8
29/04/2001,7,5
29/04/2001,8,3
29/04/2001,9,2
29/04/2001,10,21
29/04/2001,11,3
29/04/2001,12,6
29/04/2001,13,10
29/04/2001,14,3
29/04/2001,15,13
29/04/2001,16,6
29/04/2001,17,6
29/04/2001,18,4
29/04/2001,19,6
29/04/2001,20,10
29/04/2001,21,4
29/04/2001,22,9
29/04/2001,23,16
30/04/2001,0,25
30/04/2001,1,35
30/04/2001,2,37
30/04/2001,3,44
30/04/2001,4,44
30/04/2001,5,34
30/04/2001,6,41
30/04/2001,7,61
30/04/2001,8,33
30/04/2001,9,67
30/04/2001,10,63
30/04/2001,11,46
30/04/2001,12,32
30/04/2001,13,44
30/04/2001,14,20
30/04/2001,15,47
30/04/2001,16,23
30/04/2001,17,41
30/04/2001,18,15
30/04/2001,19,8
30/04/2001,20,18
30/04/2001,21,11
30/04/2001,22,12
30/04/2001,23,19
01/05/2001,0,27
01/05/2001,1,50
01/05/2001,2,40
01/05/2001,3,72
01/05/2001,4,56
01/05/2001,5,52
01/05/2001,6,50
01/05/2001,7,82
01/05/2001,8,42
01/05/2001,9,62
01/05/2001,10,54
01/05/2001,11,42
01/05/2001,12,20
01/05/2001,13,22
01/05/2001,14,23
01/05/2001,15,24
01/05/2001,16,7
01/05/2001,17,19
01/05/2001,18,18
01/05/2001,19,27
01/05/2001,20,19
01/05/2001,21,13
01/05/2001,22,5
01/05/2001,23,3
02/05/2001,0,18
02/05/2001,1,49
02/05/2001,2,49
02/05/2001,3,46
02/05/2001,4,26
02/05/2001,5,31
02/05/2001,6,26
02/05/2001,7,40
02/05/2001,8,52
02/05/2001,9,36
02/05/2001,10,34
02/05/2001,11,27
02/05/2001,12,34
02/05/2001,13,24
02/05/2001,14,29
02/05/2001,15,20
02/05/2001,16,21
02/05/2001,17,17
02/05/2001,18,28
02/05/2001,19,15
02/05/2001,20,18
02/05/2001,21,11
02/05/2001,22,6
02/05/2001,23,2
03/05/2001,0,5
03/05/2001,1,11
03/05/2001,2,23
03/05/2001,3,33
03/05/2001,4,22
03/05/2001,5,23
03/05/2001,6,28
03/05/2001,7,20
03/05/2001,8,35
